library,term,traits_tested,traits_P_lt_0_005,minimum_P,maximum_P,minimum_BH_FDR,FDR_significant_any_trait
GO_BP_2023,Protein Localization To Lysosome (GO:0061462),3,0,0.076412,0.092389,0.9061465200764818,False
GO_BP_2023,DNA Methylation (GO:0006306),3,0,0.045002,0.09269,0.8635484411764706,False
GO_BP_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),3,0,0.085012,0.093153,0.9046810444874276,False
GO_BP_2023,Positive Regulation Of DNA Repair (GO:0045739),3,0,0.010181,0.094024,0.7827946511627907,False
GO_BP_2023,Muscle Tissue Morphogenesis (GO:0060415),3,0,0.030479,0.094266,0.7955800512820512,False
GO_BP_2023,Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),3,0,0.066377,0.094589,0.8848690726817042,False
GO_BP_2023,Visual Perception (GO:0007601),3,0,0.073204,0.095358,0.9090356792144026,False
GO_BP_2023,Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),3,0,0.052365,0.095378,0.8635484411764706,False
GO_BP_2023,Regulation Of Protein Modification Process (GO:0031399),3,0,0.0094704,0.095735,0.7827946511627907,False
GO_BP_2023,Phosphatidylinositol-Mediated Signaling (GO:0048015),3,0,0.0070729,0.095986,0.8155688148148149,False
GO_BP_2023,Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141),3,0,0.035233,0.096708,0.8297403686635945,False
GO_BP_2023,Regulation Of Carbohydrate Metabolic Process (GO:0006109),3,0,0.095101,0.096917,0.9090356792144026,False
GO_BP_2023,Regulation Of Megakaryocyte Differentiation (GO:0045652),3,0,0.010107,0.097185,0.7326160810810811,False
GO_BP_2023,Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202),3,0,0.05596,0.097809,0.9090356792144026,False
Reactome_2022,RHOBTB2 GTPase Cycle R-HSA-9013418,3,0,0.088208,0.098298,0.9046810444874276,False
GO_BP_2023,Proteolysis Involved In Protein Catabolic Process (GO:0051603),3,0,0.032417,0.098639,0.7995480193236716,False
GO_BP_2023,RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),3,0,0.014846,0.098944,0.7598961313868613,False
GO_BP_2023,Protein Targeting To Vacuole (GO:0006623),3,0,0.035519,0.098979,0.8635484411764706,False
GO_BP_2023,Fatty Acid Biosynthetic Process (GO:0006633),3,0,0.057167,0.099895,0.895692034883721,False
GO_BP_2023,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),3,0,0.060534,0.099959,0.895692034883721,False
GO_BP_2023,Positive Regulation Of Protein Modification Process (GO:0031401),3,0,0.059188,0.10019,0.8751797471910112,False
GO_BP_2023,Glycosaminoglycan Biosynthetic Process (GO:0006024),3,0,0.038808,0.10052,0.8635484411764706,False
GO_BP_2023,Modification-Dependent Protein Catabolic Process (GO:0019941),3,0,0.048257,0.10058,0.8618889930555556,False
GO_BP_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),3,0,0.022189,0.10062,0.8503912258064517,False
Reactome_2022,RHOBTB GTPase Cycle R-HSA-9706574,3,0,0.089376,0.10082,0.9046810444874276,False
GO_BP_2023,Glycosphingolipid Biosynthetic Process (GO:0006688),3,0,0.01746,0.10085,0.7598961313868613,False
GO_BP_2023,Negative Regulation Of Microtubule Depolymerization (GO:0007026),3,0,0.058946,0.10102,0.9090356792144026,False
GO_BP_2023,Negative Regulation Of Cell Junction Assembly (GO:1901889),3,0,0.077185,0.10116,0.9090356792144026,False
GO_BP_2023,Regulation Of Amyloid Fibril Formation (GO:1905906),3,0,0.04613,0.10119,0.8635484411764706,False
Reactome_2022,NRIF Signals Cell Death From Nucleus R-HSA-205043,3,0,0.071813,0.10199,0.9090356792144026,False
Reactome_2022,Activation Of NF-kappaB In B Cells R-HSA-1169091,3,0,0.070102,0.10206,0.9090356792144026,False
Reactome_2022,Signaling By CSF3 (G-CSF) R-HSA-9674555,3,0,0.012297,0.10212,0.7727374074074075,False
GO_BP_2023,Calcium-Mediated Signaling (GO:0019722),3,0,0.0086115,0.10213,0.7827946511627907,False
GO_BP_2023,Positive Regulation Of Dephosphorylation (GO:0035306),3,0,0.064249,0.10216,0.8848690726817042,False
Reactome_2022,Signaling By NOTCH4 R-HSA-9013694,3,0,0.037204,0.10248,0.8298750915750917,False
GO_BP_2023,Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),3,0,0.039077,0.10249,0.8601226180257511,False
GO_BP_2023,Regulation Of Osteoblast Differentiation (GO:0045667),3,0,0.04404,0.10275,0.884001893939394,False
GO_BP_2023,Limb Morphogenesis (GO:0035108),3,0,0.027961,0.10315,0.7795909677419355,False
Reactome_2022,Degradation Of DVL R-HSA-4641258,3,0,0.037795,0.1039,0.8298750915750917,False
Hallmark_2020,Glycolysis,3,0,0.086408,0.10433,0.9090356792144026,False
GO_BP_2023,Positive Regulation Of Establishment Of Protein Localization (GO:1904951),3,0,0.087322,0.10491,0.9090356792144026,False
GO_BP_2023,Regulation Of Dendrite Development (GO:0050773),3,0,0.0091328,0.10492,0.8273067857142858,False
GO_BP_2023,Positive Regulation Of Superoxide Anion Generation (GO:0032930),3,0,0.011921,0.10575,0.7584736249999999,False
Reactome_2022,Sema3A PAK Dependent Axon Repulsion R-HSA-399954,3,0,0.055395,0.10576,0.895692034883721,False
Reactome_2022,Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462,3,0,0.015897,0.10589,0.7827946511627907,False
GO_BP_2023,Branched-Chain Amino Acid Catabolic Process (GO:0009083),3,0,0.051806,0.10618,0.8874128476821191,False
Reactome_2022,G2/M Transition R-HSA-69275,3,0,0.069107,0.10636,0.8848690726817042,False
GO_BP_2023,Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380),3,0,0.055562,0.1064,0.895692034883721,False
GO_BP_2023,mRNA Transcription By RNA Polymerase II (GO:0042789),3,0,0.055219,0.10644,0.8810252032520325,False
GO_BP_2023,Polyol Metabolic Process (GO:0019751),3,0,0.098229,0.10652,0.9090356792144026,False
GO_BP_2023,Negative Regulation Of Cation Transmembrane Transport (GO:1904063),3,0,0.034909,0.10677,0.8446783644859814,False
GO_BP_2023,Protein Autophosphorylation (GO:0046777),3,0,0.055055,0.1075,0.9017457051282052,False
GO_BP_2023,Regulation Of Mitochondrial Translation (GO:0070129),3,0,0.035268,0.10752,0.8297403686635945,False
GO_BP_2023,Response To Sterol (GO:0036314),3,0,0.051798,0.10847,0.8937569636963696,False
GO_BP_2023,Negative Regulation Of Developmental Process (GO:0051093),3,0,0.041922,0.10865,0.8781192592592593,False
Reactome_2022,Maturation Of Nucleoprotein R-HSA-9683610,3,0,0.06053,0.10894,0.8751797471910112,False
GO_BP_2023,Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843),3,0,0.042884,0.10897,0.8635484411764706,False
Reactome_2022,Inflammasomes R-HSA-622312,3,0,0.048757,0.10902,0.8618889930555556,False
GO_BP_2023,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),3,0,0.039626,0.1091,0.8298750915750917,False
GO_BP_2023,rRNA Base Methylation (GO:0070475),3,0,0.033783,0.10943,0.8111107075471697,False
Reactome_2022,p75NTR Recruits Signaling Complexes R-HSA-209543,3,0,0.07198,0.10966,0.9090356792144026,False
GO_BP_2023,Cellular Response To UV (GO:0034644),3,0,0.091333,0.10971,0.9090356792144026,False
Reactome_2022,RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243,3,0,0.014224,0.11089,0.7827946511627907,False
GO_BP_2023,G1/S Transition Of Mitotic Cell Cycle (GO:0000082),3,0,0.097578,0.11097,0.9090356792144026,False
Reactome_2022,Vpu Mediated Degradation Of CD4 R-HSA-180534,3,0,0.028921,0.11182,0.7872079679144385,False
Reactome_2022,Stimuli-sensing Channels R-HSA-2672351,3,0,0.071868,0.11216,0.9109985401459854,False
GO_BP_2023,Protein Oxidation (GO:0018158),3,0,0.078635,0.11236,0.9046810444874276,False
GO_BP_2023,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),3,0,0.058419,0.1126,0.895692034883721,False
GO_BP_2023,Negative Regulation Of Phosphatase Activity (GO:0010923),3,0,0.061496,0.11261,0.8766172752043597,False
Reactome_2022,Biological Oxidations R-HSA-211859,3,0,0.036821,0.11274,0.8298750915750917,False
GO_BP_2023,Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),3,0,0.067549,0.11381,0.9109985401459854,False
Reactome_2022,CDC42 GTPase Cycle R-HSA-9013148,3,0,0.025334,0.11397,0.7684385119047619,False
GO_BP_2023,Response To Reactive Oxygen Species (GO:0000302),3,0,0.03573,0.11403,0.8635484411764706,False
GO_BP_2023,Cardiac Muscle Tissue Morphogenesis (GO:0055008),3,0,0.027727,0.11405,0.8635484411764706,False
Reactome_2022,RHOU GTPase Cycle R-HSA-9013420,3,0,0.038477,0.11405,0.8298750915750917,False
Reactome_2022,Nuclear Events Mediated By NFE2L2 R-HSA-9759194,3,0,0.072481,0.11453,0.9109985401459854,False
Reactome_2022,Cross-presentation Of Soluble Exogenous Antigens (Endosomes) R-HSA-1236978,3,0,0.020453,0.11463,0.7598961313868613,False
GO_BP_2023,Protein Maturation By Iron-Sulfur Cluster Transfer (GO:0097428),3,0,0.017316,0.1155,0.8503912258064517,False
GO_BP_2023,Regulation Of Protein Import Into Nucleus (GO:0042306),3,0,0.068489,0.11589,0.9109985401459854,False
GO_BP_2023,Positive Regulation Of DNA Binding (GO:0043388),3,0,0.048813,0.116,0.8881686428571428,False
Reactome_2022,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,3,0,0.024621,0.11609,0.7684385119047619,False
Reactome_2022,Phase 2 - Plateau Phase R-HSA-5576893,3,0,0.011676,0.11644,0.7563482278481012,False
GO_BP_2023,Positive Regulation Of Glycolytic Process (GO:0045821),3,0,0.071668,0.1165,0.9109985401459854,False
GO_BP_2023,Ganglioside Metabolic Process (GO:0001573),3,0,0.054838,0.11687,0.8635484411764706,False
Reactome_2022,Interleukin-12 Signaling R-HSA-9020591,3,0,0.089685,0.1179,0.9046810444874276,False
GO_BP_2023,ATP Biosynthetic Process (GO:0006754),3,0,0.10031,0.11817,0.9109985401459854,False
GO_BP_2023,Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),3,0,0.0065259,0.11827,0.5940211785714286,False
Hallmark_2020,Angiogenesis,3,0,0.040978,0.11827,0.8635484411764706,False
GO_BP_2023,mRNA Modification (GO:0016556),3,0,0.023211,0.11848,0.8503912258064517,False
Reactome_2022,Metabolism Of Polyamines R-HSA-351202,3,0,0.017379,0.11858,0.7598961313868613,False
GO_BP_2023,Photoreceptor Cell Development (GO:0042461),3,0,0.04323,0.11918,0.8635484411764706,False
Reactome_2022,G0 And Early G1 R-HSA-1538133,3,0,0.063591,0.12022,0.9041564480874318,False
GO_BP_2023,Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931),3,0,0.022049,0.1204,0.7646050657894736,False
GO_BP_2023,Mucosal Immune Response (GO:0002385),3,0,0.0071493,0.12072,0.6498203035714285,False
GO_BP_2023,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),3,0,0.071158,0.1211,0.9109985401459854,False
Hallmark_2020,UV Response Up,3,0,0.064179,0.12116,0.9046810444874276,False
GO_BP_2023,Negative Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030948),3,0,0.061038,0.12129,0.9109985401459854,False
Reactome_2022,CLEC7A (Dectin-1) Signaling R-HSA-5607764,3,0,0.013006,0.12194,0.7684385119047619,False
GO_BP_2023,Organelle Organization (GO:0006996),3,0,0.091306,0.12197,0.9046810444874276,False
GO_BP_2023,Intestinal Lipid Absorption (GO:0098856),3,0,0.090611,0.12256,0.9090356792144026,False
GO_BP_2023,SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),3,0,0.01687,0.1229,0.8273067857142858,False
GO_BP_2023,Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),3,0,0.015027,0.12319,0.8273067857142858,False
Reactome_2022,PECAM1 Interactions R-HSA-210990,3,0,0.028082,0.1233,0.8635484411764706,False
Reactome_2022,Recycling Of Bile Acids And Salts R-HSA-159418,3,0,0.075827,0.12345,0.913314680232558,False
Reactome_2022,N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576,3,0,0.047139,0.1235,0.8881686428571428,False
GO_BP_2023,Branched-Chain Amino Acid Metabolic Process (GO:0009081),3,0,0.064533,0.12452,0.8848690726817042,False
GO_BP_2023,Odontogenesis (GO:0042476),3,0,0.035838,0.12616,0.8601226180257511,False
GO_BP_2023,Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045),3,0,0.03974,0.12698,0.8635484411764706,False
GO_BP_2023,Myofibril Assembly (GO:0030239),3,0,0.052703,0.12749,0.8635484411764706,False
Reactome_2022,Regulation Of Signaling By CBL R-HSA-912631,3,0,0.082038,0.12749,0.9046810444874276,False
GO_BP_2023,Regulation Of BMP Signaling Pathway (GO:0030510),3,0,0.079236,0.12804,0.9061465200764818,False
GO_BP_2023,Regulation Of Lipid Metabolic Process (GO:0019216),3,0,0.040333,0.12844,0.8642520588235294,False
Reactome_2022,APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,3,0,0.040704,0.12852,0.8635484411764706,False
Reactome_2022,Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,3,0,0.028951,0.12894,0.8273067857142858,False
GO_BP_2023,Retrograde Axonal Transport (GO:0008090),3,0,0.062085,0.12926,0.9024907458563536,False
GO_BP_2023,ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194),3,0,0.099719,0.12957,0.9142010813887308,False
Reactome_2022,Acyl Chain Remodelling Of PE R-HSA-1482839,3,0,0.07837,0.13008,0.9109985401459854,False
GO_BP_2023,Neural Crest Cell Migration (GO:0001755),3,0,0.018516,0.13017,0.8503912258064517,False
GO_BP_2023,Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),3,0,0.065578,0.13196,0.9045205135135136,False
Reactome_2022,Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,3,0,0.036182,0.13256,0.8298750915750917,False
GO_BP_2023,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),3,0,0.02734,0.13283,0.8273067857142858,False
GO_BP_2023,Positive Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904874),3,0,0.020383,0.13284,0.7598961313868613,False
GO_BP_2023,Pharyngeal System Development (GO:0060037),3,0,0.054575,0.13331,0.8635484411764706,False
GO_BP_2023,Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201),3,0,0.02726,0.13385,0.7780630555555557,False
Reactome_2022,Signaling By SCF-KIT R-HSA-1433557,3,0,0.083183,0.13396,0.9142010813887308,False
GO_BP_2023,Macrophage Differentiation (GO:0030225),3,0,0.038566,0.13404,0.8635484411764706,False
Reactome_2022,Insulin Processing R-HSA-264876,3,0,0.016715,0.13429,0.7598961313868613,False
GO_BP_2023,Tube Closure (GO:0060606),3,0,0.08943,0.13525,0.9142010813887308,False
GO_BP_2023,Maintenance Of Protein Location In Nucleus (GO:0051457),3,0,0.099262,0.13528,0.9142010813887308,False
Reactome_2022,Transcription Of E2F Targets Under Negative Control By P107 (RBL1) And P130 (RBL2) In Complex With HDAC1 R-HSA-1362300,3,0,0.10361,0.136,0.9142010813887308,False
GO_BP_2023,O-glycan Processing (GO:0016266),3,0,0.016163,0.1363,0.7598961313868613,False
GO_BP_2023,Proton Transmembrane Transport (GO:1902600),3,0,0.096808,0.13658,0.9090356792144026,False
GO_BP_2023,Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),3,0,0.016341,0.13671,0.7598961313868613,False
GO_BP_2023,mRNA Transcription (GO:0009299),3,0,0.096349,0.13671,0.9109985401459854,False
GO_BP_2023,Microtubule Nucleation (GO:0007020),3,0,0.049571,0.13743,0.8635484411764706,False
GO_BP_2023,Neuron Migration (GO:0001764),3,0,0.033715,0.138,0.8446783644859814,False
GO_BP_2023,Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),3,0,0.088377,0.13823,0.9090356792144026,False
GO_BP_2023,Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841),3,0,0.040412,0.13847,0.8635484411764706,False
GO_BP_2023,Myeloid Leukocyte Differentiation (GO:0002573),3,0,0.09749,0.13931,0.9109985401459854,False
Reactome_2022,Keratan Sulfate/Keratin Metabolism R-HSA-1638074,3,0,0.019626,0.13932,0.7598961313868613,False
GO_BP_2023,Membrane Protein Ectodomain Proteolysis (GO:0006509),3,0,0.039993,0.13946,0.8298750915750917,False
GO_BP_2023,Cardiac Ventricle Morphogenesis (GO:0003208),3,0,0.098059,0.14011,0.9142010813887308,False
Reactome_2022,SEMA3A-Plexin Repulsion Signaling By Inhibiting Integrin Adhesion R-HSA-399955,3,0,0.098939,0.14016,0.9090356792144026,False
Reactome_2022,Negative Regulation Of NOTCH4 Signaling R-HSA-9604323,3,0,0.072827,0.14049,0.9109985401459854,False
Hallmark_2020,Hedgehog Signaling,3,0,0.025864,0.14112,0.7735609356725146,False
Reactome_2022,Killing Mechanisms R-HSA-9664420,3,0,0.088911,0.14122,0.9142010813887308,False
Reactome_2022,Glycogen Synthesis R-HSA-3322077,3,0,0.11723,0.14132,0.9142010813887308,False
Reactome_2022,Phase I - Functionalization Of Compounds R-HSA-211945,3,0,0.097008,0.14187,0.9142010813887308,False
Reactome_2022,ER-Phagosome Pathway R-HSA-1236974,3,0,0.057256,0.14199,0.8988341176470588,False
GO_BP_2023,Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),3,0,0.040827,0.14222,0.8635484411764706,False
GO_BP_2023,Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),3,0,0.11669,0.14228,0.9142010813887308,False
GO_BP_2023,Regulation Of Axon Extension (GO:0030516),3,0,0.036383,0.14234,0.8635484411764706,False
Reactome_2022,Regulation Of RUNX3 Expression And Activity R-HSA-8941858,3,0,0.13309,0.14248,0.9142010813887308,False
GO_BP_2023,ERAD Pathway (GO:0036503),3,0,0.03291,0.14322,0.8635484411764706,False
GO_BP_2023,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),3,0,0.085416,0.14417,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),3,0,0.079505,0.14523,0.9142010813887308,False
GO_BP_2023,Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),3,0,0.066239,0.14536,0.8848690726817042,False
GO_BP_2023,Ceramide Metabolic Process (GO:0006672),3,0,0.11876,0.14538,0.9142010813887308,False
Reactome_2022,Molecules Associated With Elastic Fibres R-HSA-2129379,3,0,0.06417,0.14556,0.8827710810810812,False
Reactome_2022,RHOV GTPase Cycle R-HSA-9013424,3,0,0.056933,0.14557,0.8635484411764706,False
Reactome_2022,Regulation Of Apoptosis R-HSA-169911,3,0,0.058252,0.1456,0.910877225609756,False
Reactome_2022,NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,3,0,0.015167,0.14574,0.8273067857142858,False
GO_BP_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165),3,0,0.10478,0.1461,0.9090356792144026,False
GO_BP_2023,Regulation Of Nucleotide-Excision Repair (GO:2000819),3,0,0.014885,0.14629,0.7827946511627907,False
GO_BP_2023,Negative Chemotaxis (GO:0050919),3,0,0.010596,0.14654,0.8503912258064517,False
GO_BP_2023,Semaphorin-Plexin Signaling Pathway (GO:0071526),3,0,0.10719,0.14665,0.9109985401459854,False
Reactome_2022,Cytochrome P450 - Arranged By Substrate Type R-HSA-211897,3,0,0.077547,0.14737,0.9046810444874276,False
GO_BP_2023,Sensory Perception Of Taste (GO:0050909),3,0,0.11498,0.14812,0.9109985401459854,False
GO_BP_2023,Regulation Of Dendritic Spine Morphogenesis (GO:0061001),3,0,0.095927,0.14825,0.9090356792144026,False
GO_BP_2023,Positive Regulation Of Response To Stimulus (GO:0048584),3,0,0.067383,0.1492,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Histone Acetylation (GO:0035066),3,0,0.12454,0.15065,0.9142010813887308,False
GO_BP_2023,Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743),3,0,0.029549,0.15091,0.8635484411764706,False
GO_BP_2023,Prostanoid Biosynthetic Process (GO:0046457),3,0,0.12111,0.15097,0.9142010813887308,False
GO_BP_2023,Receptor Clustering (GO:0043113),3,0,0.015293,0.15207,0.7827946511627907,False
GO_BP_2023,Positive Regulation Of Interleukin-6 Production (GO:0032755),3,0,0.093266,0.15207,0.9109985401459854,False
